division_id,week_start,weekly_rain_mm,flood_presence,flood_frequency_4w
western,2014-03-24,0.0,0,0
western,2014-03-31,0.0,0,0
western,2014-04-07,0.0,0,0
western,2014-04-14,0.0,0,0
western,2014-04-21,0.0,0,0
western,2014-04-28,0.0,0,0
western,2014-05-05,0.0,0,0
western,2014-05-12,0.0,0,0
western,2014-05-19,0.0,0,0
western,2014-05-26,0.0,0,0
western,2014-06-02,0.0,0,0
western,2014-06-09,0.0,0,0
western,2014-06-16,0.0,0,0
western,2014-06-23,0.0,1,1
western,2014-06-30,0.0,1,2
western,2014-07-07,0.0,1,3
western,2014-07-14,0.0,1,4
western,2014-07-21,0.0,1,4
western,2014-07-28,0.0,1,4
western,2014-08-04,0.0,1,4
western,2014-08-11,0.0,1,4
western,2014-08-18,0.0,1,4
western,2014-08-25,0.0,1,4
western,2014-09-01,0.0,1,4
western,2014-09-08,0.0,1,4
western,2014-09-15,0.0,1,4
western,2014-09-22,0.0,1,4
western,2014-09-29,0.0,1,4
western,2014-10-06,0.0,1,4
western,2014-10-13,0.0,1,4
western,2014-10-20,0.0,1,4
western,2014-10-27,0.0,1,4
western,2014-11-03,0.0,1,4
western,2014-11-10,0.0,1,4
western,2014-11-17,0.0,1,4
western,2014-11-24,0.0,1,4
western,2014-12-01,0.0,1,4
western,2014-12-08,0.0,1,4
western,2014-12-15,0.0,1,4
western,2014-12-22,0.0,1,4
western,2014-12-29,0.0,1,4
western,2015-01-05,0.0,1,4
western,2015-01-12,0.0,1,4
western,2015-01-19,0.0,1,4
western,2015-01-26,0.0,1,4
western,2015-02-02,0.0,1,4
western,2015-02-09,0.0,1,4
western,2015-02-16,0.0,1,4
western,2015-02-23,0.0,1,4
western,2015-03-02,0.0,1,4
